text_id,text_length,entity,label,confidence,start,end
EL103_L_1978_03_041_03_1_PF_05,4832,Malville,LOC,0.82929754,2041,2049
EL103_L_1978_03_041_03_1_PF_05,4832,Unité Populaire,ORG,0.9920075,4549,4564
EL103_L_1978_03_041_03_1_PF_05,4832,Parti Socialiste Unifié,ORG,0.9912861,4580,4603
EL103_L_1978_03_041_03_1_PF_05,4832,et d' Action Non Violente,ORG,0.6861653,4628,4652
EL103_L_1978_03_041_03_1_PF_05,4832,TT,PER,0.6582949,4767,4769
EL010_L_1958_11_041_03_1_PF_05,12589,RÉPUBLIQUE FRANÇAISE LIBERTÉ ÉGALITÉ FRATERNITÉ,ORG,0.9921421,4,53
EL010_L_1958_11_041_03_1_PF_05,12589,Vendômois,LOC,0.88431484,492,501
EL010_L_1958_11_041_03_1_PF_05,12589,Vendôme,LOC,0.88149005,707,714
EL010_L_1958_11_041_03_1_PF_05,12589,Pierre DENIS,PER,0.8045788,1178,1190
EL010_L_1958_11_041_03_1_PF_05,12589,Vendôme,LOC,0.7756777,1850,1857
EL010_L_1958_11_041_03_1_PF_05,12589,Pierre DENIS,PER,0.7291228,2186,2198
EL010_L_1958_11_041_03_1_PF_05,12589,Robert BRUYNEEL,PER,0.9311016,2203,2218
EL010_L_1958_11_041_03_1_PF_05,12589,Pierre DENIS,PER,0.6825206,2263,2275
EL010_L_1958_11_041_03_1_PF_05,12589,Salbris,LOC,0.95839673,2711,2718
EL010_L_1958_11_041_03_1_PF_05,12589,Vendôme,LOC,0.80910873,3316,3323
EL010_L_1958_11_041_03_1_PF_05,12589,Communistes,ORG,0.74586844,3530,3541
EL010_L_1958_11_041_03_1_PF_05,12589,Socialistes,ORG,0.79533494,3548,3559
EL010_L_1958_11_041_03_1_PF_05,12589,M. R. P,ORG,0.79351664,3566,3572
EL010_L_1958_11_041_03_1_PF_05,12589,Général de Gaulle,PER,0.8829158,5062,5079
EL010_L_1958_11_041_03_1_PF_05,12589,Robert BRUYNEEL,PER,0.6661784,6263,6278
EL010_L_1958_11_041_03_1_PF_05,12589,Antoine PINAY,PER,0.9144506,7603,7616
EL010_L_1958_11_041_03_1_PF_05,12589,Sahara,LOC,0.7035024,11430,11436
EL010_L_1958_11_041_03_1_PF_05,12589,Loir et Cher,LOC,0.95245713,12329,12341
EL010_L_1958_11_041_03_1_PF_05,12589,Pierre DENIS,PER,0.83058935,12398,12410
EL010_L_1958_11_041_03_1_PF_05,12589,Jacques BOISROND,PER,0.985424,12475,12491
EL010_L_1958_11_041_03_1_PF_05,12589,Joseph BEAUJANNOT,PER,0.98556626,12494,12511
EL010_L_1958_11_041_03_1_PF_01,3364,Jean Charles DESANGES,PER,0.9936412,158,179
EL010_L_1958_11_041_03_1_PF_01,3364,Charles de GAULLE,PER,0.93094605,389,407
EL010_L_1958_11_041_03_1_PF_01,3364,UN,ORG,0.67194206,423,425
EL010_L_1958_11_041_03_1_PF_01,3364,LE RÉPUBLIQUE,ORG,0.67524517,443,456
EL010_L_1958_11_041_03_1_PF_01,3364,Charles Aimé Ernest REVERCHON,PER,0.9182602,490,519
EL010_L_1958_11_041_03_1_PF_01,3364,Ouzouer le Marché,LOC,0.7513965,557,574
EL010_L_1958_11_041_03_1_PF_01,3364,Général de Gaulle,PER,0.859526,856,873
EL010_L_1958_11_041_03_1_PF_01,3364,Loir et Cher,LOC,0.9144756,928,940
EL010_L_1958_11_041_03_1_PF_01,3364,Léon DELBECQUE,PER,0.88348305,1165,1179
EL010_L_1958_11_041_03_1_PF_01,3364,Charles REVERCHON,PER,0.7043208,1818,1835
EL010_L_1958_11_041_03_1_PF_01,3364,Jacques CHABAN DELMAS,PER,0.9733683,3131,3152
EL010_L_1958_11_041_03_1_PF_01,3364,Jacques SOUSTELLE,PER,0.92739046,3153,3170
EL010_L_1958_11_041_03_1_PF_01,3364,Edmond MICHELET,PER,0.95708334,3171,3186
EL010_L_1958_11_041_03_1_PF_01,3364,Michel DEBRÉ,PER,0.9666009,3187,3199
EL010_L_1958_11_041_03_1_PF_01,3364,Union pour la Nouvelle République,ORG,0.84953934,3208,3243
EL066_L_1973_03_041_03_2_PF_01,2706,RÉPUBLIQUE FRANÇAISE,ORG,0.9494562,4,26
EL066_L_1973_03_041_03_2_PF_01,2706,ITE FRATERNITE,ORG,0.78777647,43,59
EL066_L_1973_03_041_03_2_PF_01,2706,Loir et Cher,LOC,0.90542746,151,163
EL066_L_1973_03_041_03_2_PF_01,2706,Vendôme,LOC,0.7623775,185,192
EL066_L_1973_03_041_03_2_PF_01,2706,Jean DESANLIS,PER,0.9364214,196,209
EL066_L_1973_03_041_03_2_PF_01,2706,Jean DESANLIS,PER,0.96376693,2458,2471
EL066_L_1973_03_041_03_2_PF_01,2706,PELTIER,PER,0.6682886,2612,2619
EL066_L_1973_03_041_03_2_PF_01,2706,Romilly du Perche,LOC,0.9758724,2643,2660
EL103_L_1978_03_041_03_2_PF_01,5746,RÉPUBLIQUE FRANÇAISE,ORG,0.99409306,4,24
EL103_L_1978_03_041_03_2_PF_01,5746,3e Circonscription de Loir et Cher Vendôme,LOC,0.73772985,128,172
EL103_L_1978_03_041_03_2_PF_01,5746,Jean DESANLIS,PER,0.9432451,177,190
EL103_L_1978_03_041_03_2_PF_01,5746,Assemblée Nationale,ORG,0.8398067,1922,1941
EL103_L_1978_03_041_03_2_PF_01,5746,JEAN DESANLIS,PER,0.7499289,5463,5476
EL103_L_1978_03_041_03_2_PF_01,5746,Loir et Cher,LOC,0.888621,5577,5589
EL103_L_1978_03_041_03_2_PF_01,5746,Centre des Démocrates Sociaux,ORG,0.6951322,5592,5621
EL103_L_1978_03_041_03_2_PF_01,5746,Bernard PELTIER,PER,0.83234406,5640,5655
EL103_L_1978_03_041_03_2_PF_01,5746,Romilly du Perche,LOC,0.9659519,5681,5698
EL135_L_1981_06_041_03_2_PF_01,3962,RÉPUBLIQUE FRANÇAISE,ORG,0.9647711,4,24
EL135_L_1981_06_041_03_2_PF_01,3962,Loir et Cher,LOC,0.84089565,146,158
EL135_L_1981_06_041_03_2_PF_01,3962,Jean DESANLIS,PER,0.9151314,171,184
EL135_L_1981_06_041_03_2_PF_01,3962,Vendôme,LOC,0.9225582,3137,3144
EL135_L_1981_06_041_03_2_PF_01,3962,Jean DESANLIS,PER,0.87754333,3733,3746
EL135_L_1981_06_041_03_2_PF_01,3962,Bernard PELTIER,PER,0.8535363,3861,3876
EL135_L_1981_06_041_03_2_PF_01,3962,ROMILLY DU PERCHE,LOC,0.83497965,3898,3915
EL066_L_1973_03_041_03_1_PF_03,6066,RÉPUBLIQUE FRANÇAISE LIBERTE EGALITE FRATERNITE,ORG,0.97806644,4,58
EL066_L_1973_03_041_03_1_PF_03,6066,Loir et Cher,LOC,0.7820983,130,142
EL066_L_1973_03_041_03_1_PF_03,6066,Vendôme,LOC,0.7501035,164,171
EL066_L_1973_03_041_03_1_PF_03,6066,Jean DESANLIS,PER,0.93198365,175,188
EL066_L_1973_03_041_03_1_PF_03,6066,Assemblée Nationale,ORG,0.67273337,408,427
EL066_L_1973_03_041_03_1_PF_03,6066,CORMIER,PER,0.7404833,887,894
EL066_L_1973_03_041_03_1_PF_03,6066,Vendôme,LOC,0.8960321,1343,1350
EL066_L_1973_03_041_03_1_PF_03,6066,Jean DESANLIS,PER,0.8594631,5819,5832
EL066_L_1973_03_041_03_1_PF_03,6066,Vendôme,LOC,0.912881,5878,5885
EL066_L_1973_03_041_03_1_PF_03,6066,Romilly du Perche,LOC,0.9685698,6003,6020
EL103_L_1978_03_041_03_1_PF_01,4544,RÉPUBLIQUE FRANÇAISE LIBERTE EGALITE FRATERNITE,ORG,0.95988405,4,54
EL103_L_1978_03_041_03_1_PF_01,4544,LATIVES,ORG,0.7894032,72,79
EL103_L_1978_03_041_03_1_PF_01,4544,SC,ORG,0.686144,80,82
EL103_L_1978_03_041_03_1_PF_01,4544,UTIN,ORG,0.6885584,83,87
EL103_L_1978_03_041_03_1_PF_01,4544,12 MARS 1978,ORG,0.75660485,91,103
EL103_L_1978_03_041_03_1_PF_01,4544,Jean DESANLIS,PER,0.93376905,154,167
EL103_L_1978_03_041_03_1_PF_01,4544,ET CHER,ORG,0.6511444,182,190
EL103_L_1978_03_041_03_1_PF_01,4544,Assemblée Nationale,ORG,0.6889305,378,397
EL103_L_1978_03_041_03_1_PF_01,4544,Président de la République,PER,0.7678461,1221,1247
EL103_L_1978_03_041_03_1_PF_01,4544,Premier Ministre,PER,0.79752743,1254,1270
EL103_L_1978_03_041_03_1_PF_01,4544,Assemblée,ORG,0.7521295,3612,3621
EL103_L_1978_03_041_03_1_PF_01,4544,Jean DESANLIS,PER,0.9043809,4279,4292
EL103_L_1978_03_041_03_1_PF_01,4544,Loir et Cher,LOC,0.7658262,4385,4397
EL103_L_1978_03_041_03_1_PF_01,4544,ROMILLY DU PERCHE,LOC,0.746729,4480,4497
EL135_L_1981_06_041_03_1_PF_01,5826,RÉPUBLIQUE FRANÇAISE,ORG,0.9864332,4,24
EL135_L_1981_06_041_03_1_PF_01,5826,Loir et Cher,LOC,0.7570479,137,149
EL135_L_1981_06_041_03_1_PF_01,5826,Jean DESANLIS,PER,0.92906106,163,176
EL135_L_1981_06_041_03_1_PF_01,5826,Union pour une Nouvelle Majorité,ORG,0.83498996,2290,2322
EL135_L_1981_06_041_03_1_PF_01,5826,U. D. F,ORG,0.8542294,3823,3829
EL135_L_1981_06_041_03_1_PF_01,5826,R. P. R,ORG,0.7649177,3833,3839
EL135_L_1981_06_041_03_1_PF_01,5826,Jean DESANLIS,PER,0.855179,5570,5583
EL135_L_1981_06_041_03_1_PF_01,5826,Loir et Cher,LOC,0.8896125,5677,5689
EL135_L_1981_06_041_03_1_PF_01,5826,Union pour une Nouvelle Majorité,ORG,0.67325234,5690,5722
EL135_L_1981_06_041_03_1_PF_01,5826,Bernard PELTIER,PER,0.84093285,5738,5753
EL135_L_1981_06_041_03_1_PF_01,5826,ILLY DU PERCHE,LOC,0.67957824,5766,5780
EL048_L_1968_06_041_03_1_PF_04,3068,RÉPUBLIQUE FRANÇAISE,ORG,0.9379562,13,33
EL048_L_1968_06_041_03_1_PF_04,3068,Christian DESJARDINS,PER,0.90502167,226,246
EL048_L_1968_06_041_03_1_PF_04,3068,André HYACINTHE,PER,0.74951434,305,320
EL048_L_1968_06_041_03_1_PF_04,3068,Saint Martin des Bois,LOC,0.9675383,357,378
EL048_L_1968_06_041_03_1_PF_04,3068,Christian DESJARDINS,PER,0.98955,2985,3005
EL048_L_1968_06_041_03_1_PF_04,3068,André HYACINTHE,PER,0.9572527,3027,3042
EL009_L_1958_11_028_01_2_PF_03,2021,Chartres,LOC,0.97448236,49,57
EL009_L_1958_11_028_01_2_PF_03,2021,Roger GOMMIER,PER,0.8980934,636,649
EL009_L_1958_11_028_01_2_PF_03,2021,Chartres,LOC,0.9759931,725,733
EL009_L_1958_11_028_01_2_PF_03,2021,Edmond DESOUCHES,PER,0.9174017,1582,1598
EL009_L_1958_11_028_01_2_PF_03,2021,Union des Gauches Républicaines,ORG,0.87629956,1874,1905
EL009_L_1958_11_028_01_2_PF_03,2021,Roger GOMMIHIEE,PER,0.92384547,1933,1948
EL027_L_1962_11_028_01_2_PF_01,2545,Élections Législatives,ORG,0.8649433,2,26
EL027_L_1962_11_028_01_2_PF_01,2545,ROGER GOMMIER,PER,0.7861592,483,496
EL027_L_1962_11_028_01_2_PF_01,2545,France,LOC,0.7008091,723,729
EL027_L_1962_11_028_01_2_PF_01,2545,Edmond DESOUCHES,PER,0.9868226,2067,2083
EL027_L_1962_11_028_01_2_PF_01,2545,Union Nationale des Organismes,ORG,0.8356682,2304,2334
EL027_L_1962_11_028_01_2_PF_01,2545,Roger GOMMIER,PER,0.75538445,2434,2447
EL043_L_1967_03_028_01_2_PF_01,2850,BALLOTAGE,ORG,0.68395966,40,49
EL043_L_1967_03_028_01_2_PF_01,2850,12,ORG,0.7631911,53,55
EL043_L_1967_03_028_01_2_PF_01,2850,Edmond DESOUCHES,PER,0.9737002,98,114
EL043_L_1967_03_028_01_2_PF_01,2850,Lucé,LOC,0.7619984,161,165
EL043_L_1967_03_028_01_2_PF_01,2850,Eure et Loir,LOC,0.70915747,267,279
EL043_L_1967_03_028_01_2_PF_01,2850,Union Nationale des Organismes,ORG,0.8419434,354,384
EL043_L_1967_03_028_01_2_PF_01,2850,Fédération de la Gauche Démocrate et Socialiste,ORG,0.9072372,410,457
EL043_L_1967_03_028_01_2_PF_01,2850,Union des Gauches,ORG,0.9808833,466,483
EL043_L_1967_03_028_01_2_PF_01,2850,Michel CASTAING,PER,0.91040885,509,524
EL043_L_1967_03_028_01_2_PF_01,2850,Michel CASTAING,PER,0.83761984,896,911
EL043_L_1967_03_028_01_2_PF_01,2850,Edmond DESOUCHES,PER,0.9553882,2796,2812
EL009_L_1958_11_028_01_1_PF_03,5396,Edmond DESOUCHES,PER,0.97218597,50,66
EL009_L_1958_11_028_01_1_PF_03,5396,Lucé,LOC,0.8682286,91,95
EL009_L_1958_11_028_01_1_PF_03,5396,Chartres Nord,LOC,0.7349303,136,149
EL009_L_1958_11_028_01_1_PF_03,5396,Parti républicain radical et radical socialiste,ORG,0.8618533,762,809
EL009_L_1958_11_028_01_1_PF_03,5396,Rouen,LOC,0.8308862,3002,3007
EL009_L_1958_11_028_01_1_PF_03,5396,Eure et Loir,LOC,0.91486377,4245,4257
EL009_L_1958_11_028_01_1_PF_03,5396,René BILLIÈRES,PER,0.9895621,4351,4365
EL009_L_1958_11_028_01_1_PF_03,5396,Chartres,LOC,0.8100381,4777,4785
EL009_L_1958_11_028_01_1_PF_03,5396,Chartres,LOC,0.7073456,4959,4967
EL009_L_1958_11_028_01_1_PF_03,5396,Voves,LOC,0.82571065,5354,5359
EL027_L_1962_11_028_01_1_PF_01,4500,Élections législatives du 18 Novembre 1962,ORG,0.811318,2,44
EL027_L_1962_11_028_01_1_PF_01,4500,Ed. DESOUCHES,PER,0.95296603,75,88
EL027_L_1962_11_028_01_1_PF_01,4500,LUCE,LOC,0.69164574,135,139
EL027_L_1962_11_028_01_1_PF_01,4500,Fédération Nationale des Offices,ORG,0.7723456,448,480
EL027_L_1962_11_028_01_1_PF_01,4500,Union Nationale des Organismes,ORG,0.7566868,510,540
EL027_L_1962_11_028_01_1_PF_01,4500,Eure et Loir,LOC,0.7199315,2854,2866
EL027_L_1962_11_028_01_1_PF_01,4500,Eure et Loir,LOC,0.91947335,3582,3594
EL027_L_1962_11_028_01_1_PF_01,4500,Lycée Technique,LOC,0.6896354,3616,3631
EL027_L_1962_11_028_01_1_PF_01,4500,Chartres,LOC,0.8924264,3635,3643
EL027_L_1962_11_028_01_1_PF_01,4500,Lycée Agricole de la Saussaye,LOC,0.76934594,3650,3679
EL027_L_1962_11_028_01_1_PF_01,4500,PUBLIQUE,ORG,0.7192013,4415,4423
EL043_L_1967_03_028_01_1_PF_03,6043,LUCE,LOC,0.79652035,129,133
EL043_L_1967_03_028_01_1_PF_03,6043,Union Nationale des Organismes,ORG,0.6743523,322,352
EL043_L_1967_03_028_01_1_PF_03,6043,Michel CASTAING,PER,0.89919853,450,465
EL043_L_1967_03_028_01_1_PF_03,6043,Lèves,LOC,0.8365681,476,481
EL043_L_1967_03_028_01_1_PF_03,6043,Lèves,LOC,0.8962716,846,851
EL043_L_1967_03_028_01_1_PF_03,6043,OTAN,ORG,0.75822115,5378,5382
EL043_L_1967_03_028_01_1_PF_03,6043,Grande Bretagne,LOC,0.85497314,5580,5595
EL043_L_1967_03_028_01_1_PF_03,6043,IND. ET COM. CHARTRES,ORG,0.67211276,5988,6011
EL047_L_1968_06_028_01_2_PF_01,3260,TIVES,ORG,0.6881565,19,24
EL047_L_1968_06_028_01_2_PF_01,3260,SC,ORG,0.7479832,27,29
EL047_L_1968_06_028_01_2_PF_01,3260,IN DE BALLOTAGE,ORG,0.68112427,32,47
EL047_L_1968_06_028_01_2_PF_01,3260,30,ORG,0.69063544,51,53
EL047_L_1968_06_028_01_2_PF_01,3260,1968,ORG,0.6891447,59,63
EL047_L_1968_06_028_01_2_PF_01,3260,Ed. DESOUCHES,PER,0.791917,94,107
EL047_L_1968_06_028_01_2_PF_01,3260,Lucé,LOC,0.76023245,154,158
EL047_L_1968_06_028_01_2_PF_01,3260,Eure et Loir,LOC,0.76475334,380,392
EL047_L_1968_06_028_01_2_PF_01,3260,Union Nationale des Organismes,ORG,0.71306,467,497
EL047_L_1968_06_028_01_2_PF_01,3260,de la Gauche Démocrate et Socialiste,ORG,0.7534572,535,571
EL047_L_1968_06_028_01_2_PF_01,3260,Michel CASTAING,PER,0.9182195,624,639
EL047_L_1968_06_028_01_2_PF_01,3260,Michel CASTAING,PER,0.72872007,885,900
EL047_L_1968_06_028_01_2_PF_01,3260,Chartres,LOC,0.9667252,1396,1404
EL047_L_1968_06_028_01_2_PF_01,3260,RÉPUBLIQUE,ORG,0.81385195,3148,3158
EL047_L_1968_06_028_01_2_PF_01,3260,Edmond DESOUCHES,PER,0.82417756,3197,3213
EL047_L_1968_06_028_01_1_PF_06,6605,Edmond DESOUCHES,PER,0.98670226,73,89
EL047_L_1968_06_028_01_1_PF_06,6605,Lucé,LOC,0.6665309,136,140
EL047_L_1968_06_028_01_1_PF_06,6605,Eure et Loir,LOC,0.6659411,362,374
EL047_L_1968_06_028_01_1_PF_06,6605,Union Nationale des Organismes d' H. L. M,ORG,0.6502436,449,487
EL047_L_1968_06_028_01_1_PF_06,6605,Michel CASTAING,PER,0.7440335,577,592
EL047_L_1968_06_028_01_1_PF_06,6605,Chartres,LOC,0.9148311,933,941
EL047_L_1968_06_028_01_1_PF_06,6605,Me Gerbet,PER,0.83052564,1312,1321
EL047_L_1968_06_028_01_1_PF_06,6605,CASTAING,PER,0.72003126,1526,1534
EL047_L_1968_06_028_01_1_PF_06,6605,Eure et Loir,LOC,0.93118274,3844,3856
EL047_L_1968_06_028_01_1_PF_06,6605,Edmond DESOUCHES,PER,0.8621917,6551,6567
EL047_L_1968_06_028_01_1_PF_06,6605,Chartres,LOC,0.7924054,6597,6605
EL066_L_1973_03_028_03_1_PF_03,5280,Pierre DEVAUX,PER,0.9361932,61,74
EL066_L_1973_03_028_03_1_PF_03,5280,La Bazoche Gouet,LOC,0.94594955,85,101
EL066_L_1973_03_028_03_1_PF_03,5280,C. E. G. d' Authon,LOC,0.6505376,146,161
EL066_L_1973_03_028_03_1_PF_03,5280,Bazoche Gouët,LOC,0.74130654,216,229
EL066_L_1973_03_028_03_1_PF_03,5280,Antoine PINAY,PER,0.81504744,315,328
EL066_L_1973_03_028_03_1_PF_03,5280,François LEVACHER,PER,0.85565746,402,421
EL066_L_1973_03_028_03_1_PF_03,5280,Épeuilles,LOC,0.9459097,445,454
EL066_L_1973_03_028_03_1_PF_03,5280,Châteaudun,LOC,0.8341881,607,617
EL066_L_1973_03_028_03_1_PF_03,5280,Saint Maur sur le Loir,LOC,0.9794322,655,677
EL066_L_1973_03_028_03_1_PF_03,5280,Union de la Gauche,ORG,0.8915544,4599,4617
EL066_L_1973_03_028_03_1_PF_03,5280,M. Ambroise,PER,0.6755187,5246,5257
EL066_L_1973_03_028_03_1_PF_03,5280,Brou,LOC,0.9414266,5276,5280
EL048_L_1968_06_041_01_1_PF_05,7022,RÉPUBLIQUE FRANÇAISE,ORG,0.95714176,3,23
EL048_L_1968_06_041_01_1_PF_05,7022,Fédération de la Gauche Démocrate et Socialiste,ORG,0.9315698,128,175
EL048_L_1968_06_041_01_1_PF_05,7022,Charles DIARD,PER,0.9540648,178,191
EL048_L_1968_06_041_01_1_PF_05,7022,ONZAIN,LOC,0.70518434,240,246
EL048_L_1968_06_041_01_1_PF_05,7022,ONZAIN,LOC,0.8273134,256,262
EL048_L_1968_06_041_01_1_PF_05,7022,Radical,ORG,0.6674924,389,396
EL048_L_1968_06_041_01_1_PF_05,7022,Radical Socialiste,ORG,0.68243325,400,418
EL048_L_1968_06_041_01_1_PF_05,7022,Loir et Cher,LOC,0.8674057,525,537
EL048_L_1968_06_041_01_1_PF_05,7022,Valin de la Vayssière,PER,0.83222646,571,592
EL048_L_1968_06_041_01_1_PF_05,7022,René CHATEAU,PER,0.74039745,839,851
EL048_L_1968_06_041_01_1_PF_05,7022,Parti Socialiste S. F. I. O,ORG,0.7657133,897,922
EL048_L_1968_06_041_01_1_PF_05,7022,Parti Socialiste S. F. I. O,ORG,0.82298625,1089,1113
EL048_L_1968_06_041_01_1_PF_05,7022,Charles DIARD,PER,0.651323,6985,6998
EL048_L_1968_06_041_01_1_PF_05,7022,Blois,LOC,0.83387315,7017,7022
EL028_L_1962_11_041_03_1_PF_06,7382,REPUBLIQUE FRANÇAISE,ORG,0.8528842,2,22
EL028_L_1962_11_041_03_1_PF_06,7382,Georges DOMENGIE,PER,0.90095437,185,201
EL028_L_1962_11_041_03_1_PF_06,7382,U. N. R,ORG,0.6952393,211,219
EL028_L_1962_11_041_03_1_PF_06,7382,Morée,LOC,0.6938796,230,235
EL028_L_1962_11_041_03_1_PF_06,7382,Pierre GONET,PER,0.8164404,262,274
EL028_L_1962_11_041_03_1_PF_06,7382,Général de Gaulle,PER,0.8968022,350,367
EL028_L_1962_11_041_03_1_PF_06,7382,Vendôme,LOC,0.92016876,396,403
EL028_L_1962_11_041_03_1_PF_06,7382,U. N. R,ORG,0.70632756,847,852
EL028_L_1962_11_041_03_1_PF_06,7382,Général de Gaulle,PER,0.8033083,6009,6026
EL028_L_1962_11_041_03_1_PF_06,7382,Général de GAULLE,PER,0.7454204,6232,6249
EL028_L_1962_11_041_03_1_PF_06,7382,Général de GAULLE,PER,0.76602733,6619,6636
EL028_L_1962_11_041_03_1_PF_06,7382,Gaulle,PER,0.66927385,6832,6838
EL028_L_1962_11_041_03_1_PF_06,7382,de Gaulle,PER,0.81104064,7027,7036
EL028_L_1962_11_041_03_1_PF_06,7382,Georges DOMENGIE,PER,0.8686406,7077,7093
EL028_L_1962_11_041_03_1_PF_06,7382,Pierre GONET,PER,0.8130512,7282,7294
EL028_L_1962_11_041_03_1_PF_06,7382,Tréhet,LOC,0.7095351,7345,7351
EL066_L_1973_03_028_03_2_PF_01,2048,Maurice DOUSSET,PER,0.9472515,86,101
EL066_L_1973_03_028_03_2_PF_01,2048,Lucé en Dunois,LOC,0.9444548,153,167
EL066_L_1973_03_028_03_2_PF_01,2048,Union des Républicains de Progrès,ORG,0.8955719,184,218
EL066_L_1973_03_028_03_2_PF_01,2048,Président de la République,PER,0.7236589,237,263
EL066_L_1973_03_028_03_2_PF_01,2048,Patrick HOGUET,PER,0.9802513,278,292
EL066_L_1973_03_028_03_2_PF_01,2048,Vive la République! Vive la France,ORG,0.74758166,1908,1945
EL066_L_1973_03_028_03_2_PF_01,2048,Maurice DOUSSET,PER,0.8056596,1949,1964
EL066_L_1973_03_028_03_2_PF_01,2048,Patrick HOGUET,PER,0.9223754,1977,1991
EL103_L_1978_03_028_03_2_PF_02,2109,19 MARS 19,ORG,0.71651703,30,40
EL103_L_1978_03_028_03_2_PF_02,2109,TAGE,ORG,0.7077495,61,65
EL103_L_1978_03_028_03_2_PF_02,2109,Maurice DOUSSET,PER,0.9921506,105,120
EL103_L_1978_03_028_03_2_PF_02,2109,Lutz en Dunois,LOC,0.9830028,146,160
EL103_L_1978_03_028_03_2_PF_02,2109,Union pour le soutien à l' action du Président de la République,ORG,0.8618269,174,236
EL103_L_1978_03_028_03_2_PF_02,2109,Patrick HOGUET,PER,0.9413323,250,264
EL103_L_1978_03_028_03_2_PF_02,2109,Programme commun,ORG,0.87070334,948,964
EL103_L_1978_03_028_03_2_PF_02,2109,Parti communiste,ORG,0.9804881,998,1014
EL103_L_1978_03_028_03_2_PF_02,2109,Maurice LEGENDRE,PER,0.856718,1998,2014
EL103_L_1978_03_028_03_2_PF_02,2109,Patrick HOGUET,PER,0.9309475,2028,2042
EL066_L_1973_03_028_03_1_PF_01,5572,Maurice DOUSSET,PER,0.89617157,68,83
EL066_L_1973_03_028_03_1_PF_01,5572,Patrick HOCHET,PER,0.95907456,279,293
EL066_L_1973_03_028_03_1_PF_01,5572,Michel Hoguet,PER,0.9859879,434,447
EL066_L_1973_03_028_03_1_PF_01,5572,Beauce,LOC,0.8629633,1928,1934
EL066_L_1973_03_028_03_1_PF_01,5572,Perche,LOC,0.9115523,1941,1947
EL066_L_1973_03_028_03_1_PF_01,5572,Maurice DOUSSET,PER,0.8419651,5379,5394
EL066_L_1973_03_028_03_1_PF_01,5572,Union des Républicains de Progrès,ORG,0.93262464,5410,5443
EL066_L_1973_03_028_03_1_PF_01,5572,Président de la République,PER,0.8342217,5463,5490
EL066_L_1973_03_028_03_1_PF_01,5572,Patrick HOCHET,PER,0.95316464,5503,5517
EL103_L_1978_03_028_03_1_PF_05,4982,Maurice DOUSSET,PER,0.95463383,75,90
EL103_L_1978_03_028_03_1_PF_05,4982,Lutz en Dunois,LOC,0.99016094,184,198
EL103_L_1978_03_028_03_1_PF_05,4982,Patrick HOGUET,PER,0.96273977,239,253
EL103_L_1978_03_028_03_1_PF_05,4982,Maurice DOUSSET,PER,0.8968689,4884,4899
EL103_L_1978_03_028_03_1_PF_05,4982,Patrick HOGUET,PER,0.9036109,4913,4927
EL103_L_1978_03_028_03_1_PF_05,4982,Chartres,LOC,0.6501778,4974,4982
EL134_L_1981_06_028_03_1_PF_04,2039,Lutz en Dunois,LOC,0.98789567,66,80
EL134_L_1981_06_028_03_1_PF_04,2039,Patrick Hoguet,PER,0.98410165,83,97
EL134_L_1981_06_028_03_1_PF_04,2039,Maurice DO,PER,0.6630745,1969,1979
EL134_L_1981_06_028_03_1_PF_04,2039,SET,PER,0.6536932,1981,1984
EL134_L_1981_06_028_03_1_PF_04,2039,imp. du Bois Merrain,LOC,0.9230594,1988,2008
EL134_L_1981_06_028_03_1_PF_04,2039,28004 CHARTRES,LOC,0.8333356,2010,2024
EL048_L_1968_06_041_03_1_PF_05,5405,REPUBLIQUE FRANÇAISE,ORG,0.97765464,7,27
EL048_L_1968_06_041_03_1_PF_05,5405,LIBERTÉ EGALITÉ FRATERNITÉ,ORG,0.9571651,31,57
EL048_L_1968_06_041_03_1_PF_05,5405,ELECTIONS LEGISLATIVES SCRUTIN DU 23 JUIN 1968,ORG,0.90651274,64,112
EL048_L_1968_06_041_03_1_PF_05,5405,Union pour la Défense de la République,ORG,0.7782589,183,222
EL048_L_1968_06_041_03_1_PF_05,5405,Georges DOMENGIE,PER,0.96713686,234,250
EL048_L_1968_06_041_03_1_PF_05,5405,Charles Bernard DUFOUR,PER,0.95891434,349,371
EL048_L_1968_06_041_03_1_PF_05,5405,Général de Gaulle,PER,0.92525154,1525,1542
EL048_L_1968_06_041_03_1_PF_05,5405,Vallée du LOIR,LOC,0.8485709,3919,3933
EL048_L_1968_06_041_03_1_PF_05,5405,PERCHE,LOC,0.8452886,3938,3944
EL048_L_1968_06_041_03_1_PF_05,5405,Loir,LOC,0.83397174,4714,4718
EL048_L_1968_06_041_03_1_PF_05,5405,Georges DOMENGIE,PER,0.846897,5221,5237
EL048_L_1968_06_041_03_1_PF_05,5405,Charles Bernard DUFOUR,PER,0.70368713,5259,5281
EL047_L_1968_06_028_02_1_PF_02,6724,Jacques DUJARDIN,PER,0.9623003,69,85
EL047_L_1968_06_028_02_1_PF_02,6724,Parti Socialiste Unifié,ORG,0.97255224,120,143
EL047_L_1968_06_028_02_1_PF_02,6724,Jean THENAISY,PER,0.9769486,159,172
EL047_L_1968_06_028_02_1_PF_02,6724,Parti Socialiste Unifié,ORG,0.81897,214,237
EL047_L_1968_06_028_02_1_PF_02,6724,DREUX,LOC,0.8238172,3478,3483
